1 76602.13734054565 22841.084266662598
2 57965.50630187988 18104.807914733887
3 46178.6369972229 14675.144668579102
4 37235.7209854126 11991.340927124023
5 30142.937148094177 9833.608139038086
6 24412.700679779053 8082.880393981934
7 19802.352066993713 6666.227222442627
8 16111.161396980286 5516.190921783447
9 13167.81639957428 4588.231817245483
10 10828.189236164093 3840.6707515716553
11 8962.515668392181 3237.1519088745117
12 7475.744286775589 2753.885853767395
13 6295.036008358002 2362.534351348877
14 5358.45881986618 2058.3862075805664
15 4632.123849987984 1820.5680031776428
16 4064.2279230356216 1634.3119764328003
17 3620.1052720546722 1486.9307842254639
18 3256.4891989827156 1363.2466669082642
19 2949.7360396385193 1264.986053943634
20 2701.9509737491608 1184.220971107483
21 2489.3413518071175 1116.788070678711
22 2304.8803656101227 1058.6264877319336
23 2142.185062944889 1007.8223733901978
24 1996.5788699388504 963.1277894973755
25 1866.4313134253025 923.2638330459595
26 1750.3919567465782 887.8453164100647
27 1647.4808419942856 856.5959067344666
28 1556.00102648139 829.2679736614227
29 1475.2207507640123 805.0600521564484
30 1401.495234951377 781.9133868217468
31 1334.4698117822409 764.1396894454956
32 1281.4042569994926 749.3360044956207
33 1235.6365339010954 736.8027460575104
34 1195.7421632260084 726.2327663898468
35 1160.8257535845041 717.3246970176697
36 1130.012569785118 709.8261888027191
37 1102.6349186003208 703.6058082580566
38 1078.1836158037186 698.3468935489655
39 1056.0583254694939 693.956127166748
40 1035.853350698948 690.4082736968994
41 1017.1356320828199 687.5225067138672
42 999.681125074625 685.1183149814606
43 983.2720183432102 682.9945633411407
44 967.7824070975184 681.3011546134949
45 953.0571697503328 679.8884642124176
46 938.954573854804 678.599436044693
47 925.409425906837 677.2227077484131
48 912.4160792306066 676.1478779315948
49 899.8924928829074 675.2124636173248
50 887.7737786993384 674.3434963226318
51 876.0101592987776 673.5460722446442
52 864.5529493689537 672.8848474025726
53 853.3688597977161 672.4305024147034
54 842.5268361717463 672.1427612304688
55 831.9925486445427 671.8954684734344
56 821.7671116292477 671.7183675765991
57 811.8319481164217 671.7009880542755
58 802.1302647292614 671.7862145900726
59 792.6621392518282 671.9975066184998
60 783.4336424171925 672.2827544212341
61 774.4124815165997 672.6126735210419
62 765.5719510093331 672.9821798801422
63 756.8795441836119 673.3655579090118
